  ;    908.1;914.29435;920.48871;926.68306;932.87742;939.07177;945.26613;951.46048;957.65484;963.84919;970.04355; 976.2379;982.43226;988.62661;994.82097;1001.0153;1007.2097; 1013.404;1019.5984;1025.7927;1031.9871;1038.1815;1044.3758;1050.5702;1056.7645;1062.9589;1069.1532;1075.3476;1081.5419;1087.7363;1093.9307; 1100.125;1106.3193;1112.5137;1118.7081;1124.9024;1131.0968;1137.2911;1143.4855;1149.6798;1155.8742;1162.0685;1168.2629;1174.4573;1180.6516; 1186.846;1193.0403;1199.2347; 1205.429;1211.6234;1217.8177;1224.0121;1230.2064;1236.4008;1242.5952;1248.7895;1254.9839;1261.1782;1267.3726;1273.5669;1279.7613;1285.9557;  1292.15;1298.3444;1304.5387;1310.7331;1316.9274;1323.1218;1329.3161;1335.5105;1341.7048;1347.8992;1354.0936;1360.2879;1366.4823;1372.6766; 1378.871;1385.0653;1391.2597; 1397.454;1403.6484;1409.8427;1416.0371;1422.2314;1428.4258;1434.6202;1440.8145;1447.0089;1453.2032;1459.3976;1465.5919;1471.7863;1477.9806; 1484.175;1490.3693;1496.5637;1502.7581;1508.9524;1515.1468;1521.3411;1527.5355;1533.7298;1539.9242;1546.1185;1552.3129;1558.5073;1564.7016; 1570.896;1577.0903;1583.2847; 1589.479;1595.6734;1601.8677;1608.0621;1614.2565;1620.4508;1626.6452;1632.8395;1639.0339;1645.2282;1651.4226;1657.6169;1663.8113;1670.0057;   1676.2
100   ;0.19647 ;0.18551 ;0.17781 ;0.16983 ;0.16121 ;0.1532 ;0.14759 ;0.14342 ;0.14094 ;0.13862 ;0.13767 ;0.13687 ;0.13676 ;0.13541 ;0.13481 ;0.13404 ;0.13234 ;0.13174 ;0.12983 ;0.12892 ;0.1274 ;0.12607 ;0.12515 ;0.12406 ;0.12297 ;0.1221 ;0.12102 ;0.12002 ;0.11905 ;0.11834 ;0.11782 ;0.11702 ;0.11691 ;0.11686 ;0.11721 ;0.11824 ;0.11978 ;0.12215 ;0.12484 ;0.12801 ;0.13135 ;0.13466 ;0.1369 ;0.13924 ;0.14098 ;0.14276 ;0.14413 ;0.14502 ;0.14563 ;0.14559 ;0.14479 ;0.14322 ;0.14142 ;0.1396 ;0.13785 ;0.13646 ;0.13521 ;0.13423 ;0.13346 ;0.13265 ;0.13165 ;0.13064 ;0.12971 ;0.12923 ;0.12928 ;0.12976 ;0.13094 ;0.13291 ;0.1357 ;0.13945 ;0.14396 ;0.14878 ;0.15377 ;0.15868 ;0.16312 ;0.16666 ;0.1703 ;0.17569 ;0.18348 ;0.19406 ;0.20726 ;0.22229 ;0.23777 ;0.25221 ;0.26426 ;0.27377 ;0.2805 ;0.28523 ;0.28869 ;0.29114 ;0.29274 ;0.29374 ;0.2936 ;0.29275 ;0.29155 ;0.28986 ;0.28772 ;0.28529 ;0.28243 ;0.27955 ;0.27695 ;0.2747 ;0.27276 ;0.27128 ;0.26985 ;0.26843 ;0.2674 ;0.26637 ;0.26539 ;0.26425 ;0.26254 ;0.26025 ;0.2576 ;0.25451 ;0.25118 ;0.24819 ;0.24527 ;0.24258 ;0.24048 ;0.23862 ;0.23739 ;0.23684 ;0.2366 ;0.23637 ;0.23608
101   ;0.23463 ;0.22334 ;0.21422 ;0.20492 ;0.19409 ;0.18296 ;0.1758 ;0.17046 ;0.1678 ;0.16399 ;0.16325 ;0.16335 ;0.1648 ;0.1624 ;0.16145 ;0.15981 ;0.15845 ;0.15691 ;0.15411 ;0.15256 ;0.15046 ;0.14848 ;0.14673 ;0.14511 ;0.14376 ;0.14219 ;0.14051 ;0.13947 ;0.13762 ;0.13679 ;0.13554 ;0.13413 ;0.1336 ;0.13298 ;0.1326 ;0.13378 ;0.13515 ;0.13786 ;0.14066 ;0.14497 ;0.14992 ;0.15502 ;0.15855 ;0.16245 ;0.16546 ;0.16853 ;0.1712 ;0.17186 ;0.17187 ;0.17153 ;0.17002 ;0.16783 ;0.16555 ;0.16352 ;0.16176 ;0.16033 ;0.1589 ;0.1578 ;0.15684 ;0.15586 ;0.15423 ;0.15244 ;0.15069 ;0.1497 ;0.14956 ;0.15008 ;0.15169 ;0.1543 ;0.15805 ;0.16331 ;0.16982 ;0.17709 ;0.18453 ;0.19172 ;0.19813 ;0.20272 ;0.20654 ;0.21191 ;0.22033 ;0.23282 ;0.24939 ;0.26966 ;0.29273 ;0.31693 ;0.34256 ;0.36471 ;0.37463 ;0.37633 ;0.37727 ;0.37937 ;0.3818 ;0.38407 ;0.38494 ;0.38463 ;0.38377 ;0.38209 ;0.37982 ;0.37715 ;0.37414 ;0.37127 ;0.3685 ;0.36592 ;0.36345 ;0.36171 ;0.36029 ;0.35934 ;0.35889 ;0.35831 ;0.3577 ;0.35654 ;0.35427 ;0.35065 ;0.3463 ;0.34105 ;0.33539 ;0.33006 ;0.32471 ;0.31956 ;0.31529 ;0.31118 ;0.3077 ;0.30473 ;0.30166 ;0.29791 ;0.29368
102   ;0.16402 ;0.15591 ;0.14897 ;0.1416 ;0.1343 ;0.12689 ;0.12095 ;0.11771 ;0.11532 ;0.11294 ;0.1121 ;0.11163 ;0.11145 ;0.10987 ;0.10973 ;0.10868 ;0.1077 ;0.10691 ;0.10521 ;0.104 ;0.10292 ;0.10195 ;0.10076 ;0.09984 ;0.09921 ;0.09802 ;0.09722 ;0.09639 ;0.09561 ;0.09489 ;0.09447 ;0.0939 ;0.09385 ;0.09386 ;0.09418 ;0.09558 ;0.09712 ;0.0997 ;0.1022 ;0.10544 ;0.10872 ;0.11202 ;0.11405 ;0.11615 ;0.11788 ;0.11947 ;0.12064 ;0.12131 ;0.12185 ;0.1218 ;0.12096 ;0.11947 ;0.11787 ;0.11609 ;0.11441 ;0.11317 ;0.11199 ;0.11115 ;0.11041 ;0.10974 ;0.10885 ;0.10801 ;0.10717 ;0.10679 ;0.10694 ;0.10746 ;0.10869 ;0.11062 ;0.11329 ;0.11689 ;0.12123 ;0.12585 ;0.13043 ;0.135 ;0.13912 ;0.14243 ;0.14594 ;0.15103 ;0.15837 ;0.16836 ;0.18062 ;0.19442 ;0.20859 ;0.22159 ;0.23232 ;0.24074 ;0.24664 ;0.25085 ;0.25386 ;0.25602 ;0.2574 ;0.25831 ;0.25819 ;0.25729 ;0.25615 ;0.25466 ;0.25268 ;0.2505 ;0.2479 ;0.24527 ;0.24289 ;0.24085 ;0.23899 ;0.23757 ;0.23615 ;0.2348 ;0.23372 ;0.23268 ;0.23175 ;0.2306 ;0.22898 ;0.22684 ;0.22433 ;0.22144 ;0.21835 ;0.21554 ;0.21279 ;0.21031 ;0.20836 ;0.20664 ;0.20556 ;0.20497 ;0.20456 ;0.20381 ;0.2026
103   ;0.20033 ;0.19059 ;0.1834 ;0.17599 ;0.1688 ;0.16129 ;0.15645 ;0.15321 ;0.15055 ;0.14815 ;0.14759 ;0.14683 ;0.14607 ;0.14455 ;0.14417 ;0.14351 ;0.14203 ;0.14092 ;0.13957 ;0.13827 ;0.13714 ;0.1358 ;0.13477 ;0.13373 ;0.13274 ;0.13177 ;0.13089 ;0.1297 ;0.12878 ;0.12797 ;0.12738 ;0.12678 ;0.12617 ;0.12598 ;0.12584 ;0.12668 ;0.12778 ;0.12952 ;0.13158 ;0.13425 ;0.13703 ;0.13966 ;0.14172 ;0.14376 ;0.14539 ;0.14702 ;0.14831 ;0.14899 ;0.14954 ;0.14939 ;0.14834 ;0.14664 ;0.14464 ;0.14282 ;0.14105 ;0.1397 ;0.13854 ;0.13749 ;0.1367 ;0.13599 ;0.13501 ;0.13401 ;0.1331 ;0.13256 ;0.13254 ;0.13292 ;0.13384 ;0.13553 ;0.13792 ;0.14118 ;0.14531 ;0.1498 ;0.15432 ;0.15893 ;0.16309 ;0.16651 ;0.17014 ;0.17539 ;0.18305 ;0.19336 ;0.2063 ;0.22103 ;0.23609 ;0.25021 ;0.26204 ;0.27142 ;0.27796 ;0.28241 ;0.28563 ;0.28794 ;0.28947 ;0.2903 ;0.29011 ;0.28919 ;0.28801 ;0.28633 ;0.28414 ;0.28178 ;0.27896 ;0.27612 ;0.27366 ;0.27139 ;0.26948 ;0.2681 ;0.26667 ;0.26531 ;0.26423 ;0.26322 ;0.26223 ;0.26105 ;0.25937 ;0.25703 ;0.25442 ;0.25133 ;0.24805 ;0.24506 ;0.24207 ;0.23945 ;0.23733 ;0.23547 ;0.23418 ;0.23365 ;0.23349 ;0.23349 ;0.23365
104   ;0.31393 ;0.29698 ;0.28454 ;0.27004 ;0.25468 ;0.2408 ;0.22992 ;0.22368 ;0.21911 ;0.21443 ;0.2138 ;0.21389 ;0.21435 ;0.21279 ;0.21198 ;0.21007 ;0.20779 ;0.20556 ;0.20216 ;0.19922 ;0.19627 ;0.19339 ;0.19093 ;0.18875 ;0.18678 ;0.18472 ;0.18251 ;0.18116 ;0.17853 ;0.17741 ;0.17608 ;0.17435 ;0.1737 ;0.17304 ;0.17286 ;0.17443 ;0.17656 ;0.18057 ;0.18519 ;0.19173 ;0.19889 ;0.20605 ;0.21132 ;0.21674 ;0.221 ;0.22518 ;0.22872 ;0.23008 ;0.23062 ;0.2304 ;0.22877 ;0.22613 ;0.2234 ;0.22054 ;0.21811 ;0.21626 ;0.21434 ;0.21279 ;0.2113 ;0.20984 ;0.20771 ;0.20561 ;0.20372 ;0.20278 ;0.20295 ;0.20399 ;0.20659 ;0.21057 ;0.21614 ;0.22362 ;0.2326 ;0.24228 ;0.252 ;0.2614 ;0.26942 ;0.27548 ;0.28138 ;0.28993 ;0.30293 ;0.32169 ;0.34601 ;0.37473 ;0.40615 ;0.43728 ;0.46621 ;0.49031 ;0.50521 ;0.51336 ;0.51873 ;0.52288 ;0.52554 ;0.52732 ;0.52675 ;0.52478 ;0.52221 ;0.51856 ;0.51446 ;0.50998 ;0.50513 ;0.50068 ;0.49657 ;0.49328 ;0.49034 ;0.48831 ;0.48657 ;0.48516 ;0.48398 ;0.48249 ;0.48083 ;0.47862 ;0.4752 ;0.47068 ;0.46563 ;0.45954 ;0.4529 ;0.44658 ;0.44029 ;0.43414 ;0.4288 ;0.42364 ;0.41917 ;0.41534 ;0.4116 ;0.40729 ;0.40266
105   ;0.19685 ;0.19133 ;0.18645 ;0.18151 ;0.17711 ;0.17128 ;0.16757 ;0.16509 ;0.16346 ;0.16087 ;0.15974 ;0.15867 ;0.15826 ;0.15638 ;0.15596 ;0.15449 ;0.15332 ;0.15186 ;0.14983 ;0.14858 ;0.14709 ;0.1456 ;0.14448 ;0.14344 ;0.14221 ;0.14126 ;0.13974 ;0.13884 ;0.13716 ;0.13654 ;0.13568 ;0.13438 ;0.13383 ;0.13311 ;0.13276 ;0.13309 ;0.13339 ;0.13455 ;0.13577 ;0.13756 ;0.13942 ;0.14128 ;0.14245 ;0.14359 ;0.14446 ;0.1454 ;0.14612 ;0.14628 ;0.14638 ;0.14605 ;0.1451 ;0.14331 ;0.14167 ;0.14 ;0.13841 ;0.13709 ;0.13598 ;0.13482 ;0.13393 ;0.13314 ;0.13211 ;0.13114 ;0.13021 ;0.12966 ;0.12945 ;0.12963 ;0.1303 ;0.13155 ;0.13353 ;0.13616 ;0.13948 ;0.14321 ;0.14695 ;0.15077 ;0.15426 ;0.1572 ;0.16043 ;0.16524 ;0.17203 ;0.1814 ;0.1931 ;0.20624 ;0.21969 ;0.23208 ;0.24229 ;0.25015 ;0.2556 ;0.25935 ;0.2621 ;0.26394 ;0.26498 ;0.26566 ;0.26513 ;0.26408 ;0.26279 ;0.26105 ;0.25893 ;0.25664 ;0.25395 ;0.25124 ;0.2488 ;0.2467 ;0.24489 ;0.24351 ;0.24208 ;0.24074 ;0.23965 ;0.23857 ;0.23758 ;0.23648 ;0.23482 ;0.23274 ;0.23033 ;0.22763 ;0.22458 ;0.22198 ;0.21937 ;0.21707 ;0.2153 ;0.21374 ;0.21284 ;0.21263 ;0.21288 ;0.21323 ;0.21362
106   ;0.23914 ;0.22612 ;0.21576 ;0.20495 ;0.19382 ;0.18389 ;0.17757 ;0.17289 ;0.17013 ;0.16667 ;0.16628 ;0.16617 ;0.16683 ;0.16547 ;0.16464 ;0.16282 ;0.16196 ;0.16035 ;0.15797 ;0.15615 ;0.15453 ;0.15268 ;0.15112 ;0.14994 ;0.14863 ;0.14712 ;0.14568 ;0.14467 ;0.14308 ;0.14208 ;0.14121 ;0.13991 ;0.13935 ;0.13889 ;0.13875 ;0.13969 ;0.14103 ;0.14333 ;0.14597 ;0.14967 ;0.15413 ;0.15853 ;0.16178 ;0.1649 ;0.16749 ;0.17016 ;0.17254 ;0.17326 ;0.17342 ;0.17317 ;0.17187 ;0.16992 ;0.16777 ;0.16572 ;0.16407 ;0.16262 ;0.16132 ;0.15999 ;0.15902 ;0.15802 ;0.15637 ;0.15469 ;0.1532 ;0.1523 ;0.15205 ;0.15253 ;0.15395 ;0.1563 ;0.1599 ;0.16472 ;0.17082 ;0.17766 ;0.18455 ;0.19126 ;0.19706 ;0.20134 ;0.20511 ;0.21061 ;0.21906 ;0.23157 ;0.24817 ;0.26827 ;0.29078 ;0.31376 ;0.33719 ;0.35708 ;0.36696 ;0.37023 ;0.37223 ;0.37466 ;0.3768 ;0.37864 ;0.379 ;0.37807 ;0.37669 ;0.37464 ;0.372 ;0.36891 ;0.3655 ;0.36238 ;0.3594 ;0.3567 ;0.35424 ;0.35259 ;0.35103 ;0.34984 ;0.34911 ;0.34821 ;0.34727 ;0.34587 ;0.3434 ;0.33987 ;0.33555 ;0.33053 ;0.32503 ;0.31991 ;0.31479 ;0.31008 ;0.30618 ;0.30255 ;0.29982 ;0.2977 ;0.2962 ;0.29495 ;0.29402
107   ;0.19202 ;0.17981 ;0.17041 ;0.16096 ;0.15052 ;0.14186 ;0.13536 ;0.13092 ;0.12847 ;0.127 ;0.1268 ;0.1276 ;0.12803 ;0.12761 ;0.12684 ;0.12577 ;0.12482 ;0.12372 ;0.12235 ;0.12102 ;0.11994 ;0.11842 ;0.11716 ;0.11608 ;0.11487 ;0.11398 ;0.11278 ;0.11193 ;0.1108 ;0.11017 ;0.10927 ;0.10827 ;0.10818 ;0.10804 ;0.10862 ;0.11019 ;0.11241 ;0.11511 ;0.11785 ;0.12172 ;0.12616 ;0.13005 ;0.13318 ;0.13599 ;0.13855 ;0.14114 ;0.14327 ;0.14435 ;0.14488 ;0.14507 ;0.14422 ;0.14269 ;0.14085 ;0.13896 ;0.13724 ;0.13583 ;0.13452 ;0.13335 ;0.13255 ;0.13153 ;0.13004 ;0.12848 ;0.12706 ;0.12621 ;0.12601 ;0.12648 ;0.12781 ;0.13 ;0.13338 ;0.13805 ;0.14391 ;0.15032 ;0.15673 ;0.1629 ;0.16831 ;0.17213 ;0.17531 ;0.17997 ;0.1874 ;0.19815 ;0.2122 ;0.22901 ;0.24742 ;0.26591 ;0.28407 ;0.29927 ;0.30728 ;0.31026 ;0.31245 ;0.3148 ;0.31703 ;0.31896 ;0.31972 ;0.3195 ;0.31878 ;0.31742 ;0.31536 ;0.31301 ;0.31023 ;0.3074 ;0.3049 ;0.30258 ;0.30053 ;0.29904 ;0.29755 ;0.29639 ;0.29565 ;0.29483 ;0.29398 ;0.29292 ;0.29088 ;0.28789 ;0.28424 ;0.27992 ;0.27526 ;0.27086 ;0.26655 ;0.2627 ;0.25957 ;0.25684 ;0.25487 ;0.25363 ;0.25265 ;0.25163 ;0.25046
108   ;0.20547 ;0.19989 ;0.19627 ;0.19083 ;0.18487 ;0.18018 ;0.17684 ;0.17332 ;0.17103 ;0.16782 ;0.16659 ;0.16507 ;0.16358 ;0.16121 ;0.15986 ;0.15782 ;0.15614 ;0.15423 ;0.15192 ;0.14989 ;0.14796 ;0.14619 ;0.14458 ;0.14312 ;0.14186 ;0.14003 ;0.13857 ;0.13724 ;0.13554 ;0.13452 ;0.13333 ;0.13191 ;0.13136 ;0.13042 ;0.12989 ;0.13024 ;0.13073 ;0.13187 ;0.13336 ;0.13531 ;0.13754 ;0.13951 ;0.14058 ;0.14157 ;0.14236 ;0.14315 ;0.14398 ;0.14398 ;0.14408 ;0.14382 ;0.14264 ;0.14109 ;0.13938 ;0.13765 ;0.13595 ;0.13438 ;0.13313 ;0.13183 ;0.13088 ;0.12993 ;0.12878 ;0.12778 ;0.12693 ;0.12638 ;0.12636 ;0.12683 ;0.12795 ;0.12981 ;0.13245 ;0.13589 ;0.14002 ;0.14431 ;0.1486 ;0.1529 ;0.15686 ;0.16038 ;0.16459 ;0.17113 ;0.18036 ;0.19273 ;0.20752 ;0.22333 ;0.23877 ;0.2523 ;0.26317 ;0.27157 ;0.27724 ;0.28117 ;0.28394 ;0.28577 ;0.2866 ;0.28684 ;0.28587 ;0.28403 ;0.28192 ;0.27933 ;0.27638 ;0.27319 ;0.26964 ;0.26618 ;0.26302 ;0.26022 ;0.25778 ;0.25584 ;0.25387 ;0.25204 ;0.25046 ;0.24881 ;0.24736 ;0.24573 ;0.24369 ;0.24105 ;0.2381 ;0.23478 ;0.23116 ;0.22792 ;0.22475 ;0.22189 ;0.21971 ;0.21787 ;0.21682 ;0.21647 ;0.21657 ;0.21692 ;0.21722
109   ;0.23285 ;0.22454 ;0.21884 ;0.21094 ;0.20404 ;0.1966 ;0.19172 ;0.18801 ;0.18511 ;0.18086 ;0.18014 ;0.17807 ;0.17656 ;0.17383 ;0.17275 ;0.17031 ;0.16854 ;0.16626 ;0.16339 ;0.16114 ;0.159 ;0.15682 ;0.15494 ;0.15349 ;0.15181 ;0.14997 ;0.14832 ;0.14691 ;0.14506 ;0.1439 ;0.1428 ;0.14135 ;0.14066 ;0.14 ;0.13983 ;0.14065 ;0.14181 ;0.1439 ;0.14655 ;0.15 ;0.15344 ;0.15644 ;0.15813 ;0.15944 ;0.16072 ;0.1619 ;0.16288 ;0.16309 ;0.16335 ;0.16308 ;0.16198 ;0.16017 ;0.15818 ;0.15616 ;0.15428 ;0.15264 ;0.15124 ;0.14985 ;0.14881 ;0.14793 ;0.14674 ;0.14579 ;0.14509 ;0.14494 ;0.14538 ;0.1465 ;0.14852 ;0.15143 ;0.15536 ;0.16016 ;0.16563 ;0.17128 ;0.17667 ;0.18201 ;0.18702 ;0.19165 ;0.1975 ;0.20639 ;0.21886 ;0.23499 ;0.25361 ;0.27261 ;0.29047 ;0.30578 ;0.31765 ;0.32648 ;0.33237 ;0.33634 ;0.33899 ;0.34063 ;0.34112 ;0.341 ;0.33934 ;0.33671 ;0.33385 ;0.33053 ;0.3269 ;0.32294 ;0.31874 ;0.31478 ;0.31104 ;0.30787 ;0.30488 ;0.30249 ;0.30022 ;0.29788 ;0.29583 ;0.2938 ;0.29191 ;0.28997 ;0.28746 ;0.2845 ;0.2812 ;0.27757 ;0.27354 ;0.26997 ;0.26656 ;0.26349 ;0.26115 ;0.25917 ;0.25799 ;0.25752 ;0.25757 ;0.25783 ;0.25801
110   ;0.22566 ;0.21088 ;0.19939 ;0.18636 ;0.17416 ;0.16298 ;0.15471 ;0.14952 ;0.14579 ;0.14285 ;0.14203 ;0.14202 ;0.14314 ;0.14126 ;0.14018 ;0.13878 ;0.13699 ;0.13538 ;0.13293 ;0.13089 ;0.12894 ;0.12668 ;0.125 ;0.12346 ;0.1219 ;0.12043 ;0.11886 ;0.11771 ;0.11585 ;0.1148 ;0.11405 ;0.1128 ;0.11213 ;0.11183 ;0.11187 ;0.11345 ;0.11558 ;0.11901 ;0.12281 ;0.12791 ;0.13375 ;0.13927 ;0.14324 ;0.14718 ;0.15063 ;0.15392 ;0.15658 ;0.1575 ;0.15792 ;0.15768 ;0.15628 ;0.15426 ;0.15202 ;0.1499 ;0.14812 ;0.14664 ;0.14523 ;0.14398 ;0.14305 ;0.14197 ;0.14022 ;0.13853 ;0.13708 ;0.13623 ;0.13623 ;0.13705 ;0.13898 ;0.142 ;0.14634 ;0.15206 ;0.15895 ;0.16654 ;0.17409 ;0.18141 ;0.1878 ;0.19264 ;0.19707 ;0.20338 ;0.21305 ;0.22698 ;0.24507 ;0.26646 ;0.29004 ;0.3137 ;0.33728 ;0.35739 ;0.36746 ;0.37083 ;0.37297 ;0.37548 ;0.37763 ;0.37941 ;0.37962 ;0.37857 ;0.37717 ;0.37479 ;0.37196 ;0.36881 ;0.36533 ;0.36204 ;0.3589 ;0.35621 ;0.35357 ;0.3519 ;0.35022 ;0.349 ;0.34825 ;0.34727 ;0.34625 ;0.34481 ;0.34224 ;0.33866 ;0.33445 ;0.32942 ;0.32391 ;0.31877 ;0.31356 ;0.3087 ;0.30468 ;0.30081 ;0.29775 ;0.2954 ;0.29363 ;0.29203 ;0.29085
